Source,Title,Author,Type,Themes,Tones,Avg Rating,Pages,Year,Date Added,Similar To,BBRE Score,Why Youd Like It,Why You Might Not,Keep (Y/N/Maybe)
candidate pool,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,nonfiction,"narrative nonfiction, psychology",,3.96,296,2005,,"The Hot Hand: The Mystery and Science of Streaks, Talking to Strangers: What We Should Know About the People We Don't Know, Malcolm Gladwell",N/A,"Narrative nonfiction with a propulsive story. If you like Malcolm Gladwell, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,nonfiction,"narrative nonfiction, history, psychology",,3.84,305,2013,,"The Hot Hand: The Mystery and Science of Streaks, Evicted: Poverty and Profit in the American City, Malcolm Gladwell",N/A,"Narrative nonfiction with a propulsive story. If you like Malcolm Gladwell, this hits the same notes.",Modest rating (3.84/5). Nonfiction with dense material — requires focus.,
candidate pool,What the Dog Saw: And Other Adventures,Malcolm Gladwell,nonfiction,"narrative nonfiction, humor",,3.81,410,2009,,"I Wear the Black Hat: Grappling with Villains (Real and Imagined), Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto, Chuck Klosterman",N/A,"Narrative nonfiction with a propulsive story. If you like Chuck Klosterman, this hits the same notes.",Modest rating (3.81/5). Nonfiction with dense material — requires focus.,
candidate pool,An Unfinished Love Story: A Personal History of the 1960s,Doris Kearns Goodwin,nonfiction,"history, memoir, narrative nonfiction",,4.29,400,2024,,"The Accidental President: Harry S. Truman and the Four Months That Changed the World, The Arsenal of Democracy: FDR, Detroit, and an Epic Quest to Arm an America at War, Walter Isaacson",N/A,"Personal, candid memoir. If you like Walter Isaacson, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,An Ugly Truth: Inside Facebook's Battle for Domination,Sheera Frenkel,nonfiction,"tech history, narrative nonfiction, business",,3.98,352,2021,,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal, Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal, Brad Stone",N/A,"Narrative nonfiction — reads like a novel about finance. If you like Brad Stone, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,After Steve: How Apple Became a Trillion-Dollar Company and Lost Its Soul,Tripp Mickle,nonfiction,"tech history, narrative nonfiction, biography",,3.83,448,2022,,"Steve Jobs, The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution, Walter Isaacson",N/A,"In-depth biography. If you like Walter Isaacson, this hits the same notes.",Modest rating (3.83/5). Memoir/biography pacing can be slow.,
candidate pool,Disrupted: My Misadventure in the Start-Up Bubble,Dan Lyons,nonfiction,"humor, narrative nonfiction, tech history",,3.94,272,2016,,"Super Pumped: The Battle for Uber, Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal, Brad Stone",N/A,"Narrative nonfiction — reads like a novel about tech/science. If you like Brad Stone, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Push,Ashley Audrain,fiction,"thriller, psychological, domestic suspense",,3.93,320,2021,,"The Housemaid (The Housemaid, #1), Behind Closed Doors (Behind Closed Doors, #1), Freida McFadden",N/A,"Fast-paced thriller. If you like Freida McFadden, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Anatomy of a Scandal,Sarah Vaughan,fiction,"thriller, domestic suspense, mystery",,3.91,384,2018,,"Behind Closed Doors (Behind Closed Doors, #1), Verity, B.A. Paris",N/A,"Fast-paced thriller. If you like B.A. Paris, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly Jackson,fiction,"thriller, mystery, YA",,4.36,392,2019,,"The Silent Patient, Never Lie, Freida McFadden",N/A,"Fast-paced thriller. If you like Freida McFadden, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"Good Girl Bad Blood (A Good Girl's Guide to Murder, #2)",Holly Jackson,fiction,"thriller, mystery, YA",,4.32,400,2020,,"The Silent Patient, Never Lie, Freida McFadden",N/A,"Fast-paced thriller. If you like Freida McFadden, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"The Dry (Aaron Falk, #1)",Jane Harper,fiction,"thriller, crime, mystery",,4.07,326,2016,,"The Silent Patient, Sharp Objects, Gillian Flynn",N/A,"Fast-paced thriller. If you like Gillian Flynn, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Big Little Lies,Liane Moriarty,fiction,"thriller, domestic suspense, contemporary",,4.14,460,2014,,"Nine Perfect Strangers, The Silent Patient, Freida McFadden",N/A,"Fast-paced thriller. If you like Freida McFadden, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Last Anniversary,Liane Moriarty,fiction,"contemporary, thriller, domestic suspense",,3.9,395,2004,,"Nine Perfect Strangers, The Silent Patient, Freida McFadden",N/A,"Fast-paced thriller. If you like Freida McFadden, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Ordinary Grace,William Kent Krueger,fiction,"literary, mystery, historical",,4.23,306,2013,,"Where the Crawdads Sing, The Silent Patient, Gillian Flynn",N/A,"Fast-paced thriller. If you like Gillian Flynn, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Ready Player One,Ernest Cline,fiction,"speculative, sci-fi, adventure",,3.92,374,2011,,"Dark Matter, Recursion, Andy Weir",N/A,"Inventive speculative premise. If you like Andy Weir, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,fiction,"speculative, humor, sci-fi",,4.23,224,1979,,"The Martian, Project Hail Mary, Andy Weir",N/A,"Inventive speculative premise. If you like Andy Weir, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"Ender's Game (Ender's Game, #1)",Orson Scott Card,fiction,"speculative, sci-fi, YA",,4.33,226,1985,,"Project Hail Mary, The Martian, Andy Weir",N/A,"Inventive speculative premise. If you like Andy Weir, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,fiction,"speculative, sci-fi, literary",,4.22,404,2014,,"Project Hail Mary, The Martian, Andy Weir",N/A,"Inventive speculative premise. If you like Andy Weir, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The House in the Cerulean Sea,TJ Klune,fiction,"speculative, contemporary, humor",,4.42,400,2020,,"The Invisible Life of Addie LaRue, The Midnight Library (The Midnight World, #1), V.E. Schwab",N/A,"Inventive speculative premise. If you like V.E. Schwab, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,fiction,"speculative, sci-fi, literary",,4.05,462,2019,,"In Ascension, The Measure, Blake Crouch",N/A,"Inventive speculative premise. If you like Blake Crouch, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The First Fifteen Lives of Harry August,Claire North,fiction,"speculative, historical, thriller",,4.21,405,2014,,"Dark Matter, Recursion, Blake Crouch",N/A,"Fast-paced thriller. If you like Blake Crouch, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,This Is How You Lose the Time War,Amal El-Mohtar,fiction,"speculative, literary, romance",,4.09,208,2019,,"The Invisible Life of Addie LaRue, Dark Matter, Blake Crouch",N/A,"Inventive speculative premise. If you like Blake Crouch, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,People We Meet on Vacation,Emily Henry,fiction,"contemporary, romance",,4.11,384,2021,,"Maybe in Another Life, After I Do, Taylor Jenkins Reid",N/A,"Engaging fiction. If you like Taylor Jenkins Reid, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Beach Read,Emily Henry,fiction,"contemporary, romance, literary",,4.16,384,2020,,"Maybe in Another Life, After I Do, Taylor Jenkins Reid",N/A,"Character-driven literary fiction. If you like Taylor Jenkins Reid, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Dutch House,Ann Patchett,fiction,"literary, contemporary, historical",,4.08,352,2019,,"The Glass Castle, Beautiful World, Where Are You, Taylor Jenkins Reid",N/A,"Historical fiction with rich atmosphere. If you like Taylor Jenkins Reid, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Overstory,Richard Powers,fiction,"literary, speculative, social commentary",,4.03,502,2018,,"The Invisible Life of Addie LaRue, In Ascension, David Nicholls",N/A,"Inventive speculative premise. If you like David Nicholls, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Just Kids,Patti Smith,nonfiction,"memoir, literary, music history",,4.18,294,2010,,"The Storyteller: Tales of Life and Music, Shoe Dog, Dave Grohl",N/A,"Personal, candid memoir. If you like Dave Grohl, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"Surrender: 40 Songs, One Story",Bono,nonfiction,"memoir, music history, biography",,4.08,556,2022,,"The Storyteller: Tales of Life and Music, Shoe Dog, Dave Grohl",N/A,"Personal, candid memoir. If you like Dave Grohl, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Spare,Prince Harry,nonfiction,"memoir, biography, political",,3.97,416,2023,,"A Promised Land, Me, Barack Obama",N/A,"Personal, candid memoir. If you like Barack Obama, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,I'm Glad My Mom Died,Jennette McCurdy,nonfiction,"memoir, humor, psychological",,4.52,320,2022,,"Yearbook, Me, Seth Rogen",N/A,"Personal, candid memoir. If you like Seth Rogen, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,nonfiction,"memoir, humor",,3.81,222,2011,,"Yearbook, Not That Kind of Girl: A Young Woman Tells You What She's ""Learned"", Seth Rogen",N/A,"Personal, candid memoir. If you like Seth Rogen, this hits the same notes.",Modest rating (3.81/5). Memoir/biography pacing can be slow.,
candidate pool,A Man Called Ove,Fredrik Backman,fiction,"literary, contemporary, humor",,4.35,337,2012,,"The Rosie Project (Don Tillman, #1), Remarkably Bright Creatures, Graeme Simsion",N/A,"Character-driven literary fiction. If you like Graeme Simsion, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,nonfiction,"narrative nonfiction, history, social commentary",,4.38,622,2010,,"Evicted: Poverty and Profit in the American City, A Hope in the Unseen: An American Odyssey from the Inner City to the Ivy League, Matthew Desmond",N/A,"Narrative nonfiction with a propulsive story. If you like Matthew Desmond, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,nonfiction,"humor, memoir, narrative nonfiction",,3.83,137,2006,,"Yearbook, Not That Kind of Girl: A Young Woman Tells You What She's ""Learned"", Seth Rogen",N/A,"Personal, candid memoir. If you like Seth Rogen, this hits the same notes.",Modest rating (3.83/5). Memoir/biography pacing can be slow.,
candidate pool,Hunger: A Memoir of (My) Body,Roxane Gay,nonfiction,"memoir, narrative nonfiction, social commentary",,3.92,306,2017,,"Educated, Crying in H Mart, Michelle Zauner",N/A,"Personal, candid memoir. If you like Michelle Zauner, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Conversations with Friends,Sally Rooney,fiction,"literary, contemporary, romance",,3.72,321,2017,,"Normal People, Beautiful World, Where Are You, Taylor Jenkins Reid",N/A,"Character-driven literary fiction. If you like Taylor Jenkins Reid, this hits the same notes.",Modest rating (3.72/5). Character-driven literary fiction — light on plot momentum.,
